CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
0_to_200,4,credits_paid_to_date,education,2000,less_100,1_to_4,2,male,none,3,real_estate,20,none,own,2,skilled,1,none,yes
less_0,31,credits_paid_to_date,car_new,2000,100_to_500,less_1,1,female,none,2,savings_insurance,49,none,rent,1,skilled,1,none,yes
no_checking,24,prior_payments_delayed,radio_tv,6302,100_to_500,less_1,4,female,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes
0_to_200,29,credits_paid_to_date,car_new,3000,less_100,unemployed,2,female,none,2,real_estate,45,none,own,1,skilled,1,none,yes
no_checking,25,prior_payments_delayed,education,6921,greater_1000,greater_7,4,male,none,3,unknown,50,none,own,3,skilled,2,yes,yes
less_0,13,prior_payments_delayed,furniture,690,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,1,skilled,2,yes,yes
no_checking,30,credits_paid_to_date,repairs,6000,less_100,less_1,4,female,none,3,car_other,39,none,own,1,management_self-employed,1,yes,yes
less_0,28,credits_paid_to_date,car_new,5000,less_100,1_to_4,2,female,none,2,real_estate,43,none,own,2,management_self-employed,1,none,yes
0_to_200,14,prior_payments_delayed,car_new,2609,less_100,4_to_7,4,male,none,2,savings_insurance,33,bank,rent,1,unskilled,1,yes,yes
0_to_200,4,all_credits_paid_back,car_used,1008,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes
less_0,26,all_credits_paid_back,furniture,4000,less_100,1_to_4,1,female,none,1,real_estate,37,stores,rent,1,skilled,1,none,yes
less_0,16,credits_paid_to_date,radio_tv,3100,less_100,1_to_4,2,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes
no_checking,37,outstanding_credit,radio_tv,10550,unknown,greater_7,5,male,co-applicant,4,unknown,48,stores,own,2,unemployed,2,yes,yes
less_0,9,all_credits_paid_back,appliances,250,100_to_500,less_1,2,female,none,1,savings_insurance,40,none,own,2,skilled,2,yes,yes
less_0,4,credits_paid_to_date,car_new,2000,100_to_500,1_to_4,3,male,none,3,savings_insurance,20,none,rent,1,management_self-employed,1,none,yes
no_checking,40,outstanding_credit,retraining,7846,greater_1000,greater_7,4,male,guarantor,4,unknown,56,none,free,2,skilled,1,yes,yes
no_checking,16,prior_payments_delayed,car_used,3100,100_to_500,less_1,2,male,none,3,car_other,19,none,own,1,management_self-employed,1,none,yes
no_checking,9,prior_payments_delayed,radio_tv,3533,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes
no_checking,10,prior_payments_delayed,other,2500,500_to_1000,4_to_7,4,male,none,4,car_other,21,none,own,1,skilled,1,yes,yes
0_to_200,4,prior_payments_delayed,radio_tv,2000,100_to_500,less_1,2,male,none,1,savings_insurance,20,none,own,1,management_self-employed,2,none,yes
0_to_200,26,credits_paid_to_date,furniture,4000,less_100,less_1,1,female,none,1,savings_insurance,37,stores,own,1,skilled,1,none,yes
0_to_200,17,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes
0_to_200,30,credits_paid_to_date,car_new,6000,less_100,less_1,3,female,none,2,real_estate,39,none,rent,1,skilled,1,none,yes
no_checking,9,credits_paid_to_date,car_new,1884,less_100,less_1,2,female,none,3,savings_insurance,27,stores,own,1,unskilled,1,yes,yes
0_to_200,4,credits_paid_to_date,retraining,2000,less_100,1_to_4,2,male,co-applicant,1,savings_insurance,20,none,own,1,skilled,1,none,yes
no_checking,36,outstanding_credit,radio_tv,7689,greater_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,1,yes,yes
less_0,10,credits_paid_to_date,car_used,652,less_100,4_to_7,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes
greater_200,4,credits_paid_to_date,furniture,2000,500_to_1000,4_to_7,1,male,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes
less_0,16,prior_payments_delayed,car_used,3100,less_100,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes
0_to_200,13,prior_payments_delayed,radio_tv,2453,less_100,4_to_7,3,male,none,2,car_other,39,none,own,2,skilled,1,none,yes
0_to_200,4,prior_payments_delayed,radio_tv,2000,100_to_500,1_to_4,1,male,none,3,savings_insurance,20,none,own,2,skilled,1,none,yes
no_checking,28,prior_payments_delayed,appliances,5440,100_to_500,4_to_7,3,male,none,2,unknown,40,none,own,2,skilled,1,yes,yes
less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes
greater_200,10,outstanding_credit,appliances,2500,500_to_1000,1_to_4,2,female,none,3,unknown,21,stores,own,1,skilled,1,none,yes
no_checking,44,prior_payments_delayed,radio_tv,7899,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,3,unskilled,1,yes,yes
less_0,21,credits_paid_to_date,car_new,1127,less_100,4_to_7,3,male,none,2,savings_insurance,21,none,own,1,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_used,2000,less_100,4_to_7,3,male,none,3,savings_insurance,20,none,own,3,skilled,1,none,yes
greater_200,16,outstanding_credit,appliances,3100,100_to_500,4_to_7,3,male,none,2,car_other,19,bank,own,1,unemployed,1,yes,yes
less_0,10,all_credits_paid_back,car_new,2500,less_100,1_to_4,2,male,none,3,real_estate,21,bank,rent,1,unskilled,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,1652,500_to_1000,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes
0_to_200,10,prior_payments_delayed,radio_tv,2500,less_100,less_1,3,male,none,3,car_other,21,stores,own,2,unskilled,1,none,yes
0_to_200,25,prior_payments_delayed,radio_tv,3000,100_to_500,less_1,3,female,none,2,car_other,33,none,rent,1,skilled,2,none,yes
0_to_200,21,all_credits_paid_back,car_used,4000,less_100,1_to_4,2,female,none,1,savings_insurance,47,none,rent,1,skilled,1,none,yes
no_checking,27,prior_payments_delayed,appliances,4164,100_to_500,4_to_7,3,female,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes
0_to_200,16,prior_payments_delayed,radio_tv,3100,500_to_1000,4_to_7,4,male,none,3,savings_insurance,19,none,own,1,management_self-employed,2,yes,yes
0_to_200,4,prior_payments_delayed,furniture,2000,100_to_500,1_to_4,1,male,none,3,car_other,20,stores,own,2,unskilled,1,none,yes
less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes
0_to_200,42,prior_payments_delayed,repairs,1420,500_to_1000,greater_7,3,female,none,2,car_other,26,stores,own,1,unskilled,1,none,yes
0_to_200,4,all_credits_paid_back,radio_tv,2000,500_to_1000,1_to_4,3,male,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes
no_checking,25,prior_payments_delayed,car_used,430,100_to_500,1_to_4,4,male,none,5,car_other,24,none,free,2,management_self-employed,1,none,yes
less_0,4,credits_paid_to_date,furniture,2000,less_100,4_to_7,2,male,none,1,savings_insurance,20,stores,own,1,skilled,1,none,yes
no_checking,26,credits_paid_to_date,furniture,4000,less_100,1_to_4,3,female,none,2,real_estate,37,none,own,1,skilled,1,yes,yes
no_checking,32,outstanding_credit,repairs,6169,unknown,greater_7,5,female,co-applicant,5,unknown,47,stores,own,3,unskilled,2,yes,yes
no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes
no_checking,25,prior_payments_delayed,repairs,4183,100_to_500,1_to_4,4,female,none,2,car_other,24,none,own,1,skilled,1,none,yes
greater_200,5,credits_paid_to_date,car_used,250,less_100,4_to_7,3,male,none,2,savings_insurance,42,none,rent,1,skilled,1,none,yes
no_checking,33,prior_payments_delayed,furniture,4603,500_to_1000,greater_7,4,male,none,3,unknown,59,none,own,2,skilled,1,yes,yes
less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes
greater_200,16,credits_paid_to_date,retraining,3100,100_to_500,1_to_4,2,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes
greater_200,4,credits_paid_to_date,radio_tv,250,less_100,less_1,2,male,none,3,car_other,20,stores,own,2,unskilled,1,none,yes
no_checking,10,prior_payments_delayed,furniture,2500,unknown,4_to_7,3,male,none,3,car_other,21,none,own,1,skilled,1,yes,yes
less_0,30,all_credits_paid_back,furniture,6000,less_100,less_1,1,female,none,1,car_other,39,bank,own,1,unemployed,1,none,yes
0_to_200,14,credits_paid_to_date,vacation,2511,100_to_500,1_to_4,2,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes
no_checking,40,prior_payments_delayed,vacation,5585,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes
0_to_200,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,1,real_estate,31,stores,rent,1,skilled,1,none,yes
less_0,26,prior_payments_delayed,car_new,4000,500_to_1000,greater_7,2,female,none,3,unknown,37,stores,rent,1,skilled,2,none,yes
less_0,25,all_credits_paid_back,car_used,3000,less_100,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,radio_tv,2000,100_to_500,4_to_7,3,male,none,2,savings_insurance,20,none,rent,2,skilled,1,none,yes
less_0,4,all_credits_paid_back,car_new,2783,less_100,less_1,2,female,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes
no_checking,25,outstanding_credit,furniture,5371,500_to_1000,greater_7,4,male,none,4,unknown,45,none,free,2,skilled,2,yes,yes
0_to_200,14,credits_paid_to_date,furniture,1074,less_100,4_to_7,3,male,none,2,savings_insurance,35,none,rent,1,skilled,1,none,yes
less_0,21,credits_paid_to_date,car_new,4000,less_100,1_to_4,2,female,none,2,real_estate,47,none,own,1,skilled,1,none,yes
0_to_200,25,credits_paid_to_date,furniture,3000,less_100,less_1,2,female,co-applicant,3,savings_insurance,33,none,own,1,skilled,1,yes,yes
no_checking,43,prior_payments_delayed,repairs,8886,greater_1000,greater_7,5,male,co-applicant,4,car_other,35,none,free,2,skilled,1,yes,yes
greater_200,28,credits_paid_to_date,vacation,5000,less_100,less_1,3,female,none,2,savings_insurance,43,none,own,2,management_self-employed,1,none,yes
less_0,31,all_credits_paid_back,car_new,2000,less_100,1_to_4,1,male,none,2,real_estate,49,stores,rent,2,unskilled,1,none,yes
no_checking,28,prior_payments_delayed,appliances,7769,100_to_500,4_to_7,3,male,none,4,car_other,23,none,own,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,furniture,250,less_100,4_to_7,1,male,none,2,car_other,20,none,own,1,skilled,1,none,yes
no_checking,44,prior_payments_delayed,radio_tv,5275,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes
no_checking,10,prior_payments_delayed,other,2500,500_to_1000,1_to_4,4,male,none,4,savings_insurance,21,none,own,2,management_self-employed,1,none,yes
0_to_200,4,prior_payments_delayed,retraining,250,less_100,less_1,2,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes
less_0,4,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,2,savings_insurance,20,none,rent,1,skilled,1,none,yes
no_checking,21,all_credits_paid_back,appliances,1127,less_100,1_to_4,3,male,none,3,real_estate,21,stores,own,1,unskilled,1,none,yes
0_to_200,10,credits_paid_to_date,car_new,2500,less_100,1_to_4,3,male,none,3,savings_insurance,21,none,own,2,skilled,1,yes,yes
less_0,26,all_credits_paid_back,car_used,4000,less_100,unemployed,1,female,none,2,real_estate,37,stores,rent,1,unskilled,1,none,yes
less_0,29,credits_paid_to_date,furniture,600,500_to_1000,1_to_4,3,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes
no_checking,27,prior_payments_delayed,appliances,6932,100_to_500,4_to_7,5,female,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes
less_0,29,prior_payments_delayed,repairs,3000,less_100,unemployed,1,male,none,1,real_estate,45,bank,rent,1,unemployed,1,none,yes
no_checking,20,outstanding_credit,furniture,3893,500_to_1000,4_to_7,4,male,none,3,unknown,42,none,own,2,skilled,1,yes,yes
0_to_200,16,prior_payments_delayed,radio_tv,2208,less_100,greater_7,4,female,none,3,car_other,43,none,free,2,skilled,1,yes,yes
0_to_200,26,prior_payments_delayed,car_used,4000,less_100,less_1,2,female,none,2,savings_insurance,37,bank,rent,1,unskilled,1,none,yes
less_0,25,all_credits_paid_back,car_new,3000,less_100,unemployed,1,female,none,2,real_estate,33,bank,rent,1,unskilled,1,none,yes
no_checking,46,outstanding_credit,education,5670,unknown,greater_7,5,male,co-applicant,3,car_other,49,stores,own,2,unskilled,2,yes,yes
no_checking,31,all_credits_paid_back,furniture,2000,less_100,4_to_7,2,male,none,2,savings_insurance,49,none,rent,1,skilled,1,none,yes
no_checking,41,outstanding_credit,retraining,6674,500_to_1000,4_to_7,5,male,none,5,savings_insurance,44,stores,free,2,unskilled,1,yes,yes
less_0,31,prior_payments_delayed,appliances,2000,less_100,4_to_7,1,male,none,2,savings_insurance,49,stores,own,1,unskilled,1,none,yes
no_checking,36,outstanding_credit,repairs,5673,unknown,greater_7,5,male,none,4,unknown,48,none,own,2,skilled,1,none,yes
no_checking,10,credits_paid_to_date,car_new,2500,100_to_500,less_1,2,female,none,2,real_estate,21,none,own,1,skilled,1,none,yes
0_to_200,16,credits_paid_to_date,car_new,3100,less_100,4_to_7,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes
less_0,4,credits_paid_to_date,car_used,2000,less_100,1_to_4,3,male,none,3,car_other,20,none,own,1,skilled,1,none,yes
less_0,16,outstanding_credit,furniture,3100,500_to_1000,1_to_4,2,male,none,3,unknown,19,none,own,1,skilled,1,yes,yes
less_0,16,outstanding_credit,appliances,3100,500_to_1000,4_to_7,3,male,none,3,car_other,19,none,own,1,skilled,1,none,yes
0_to_200,30,credits_paid_to_date,vacation,6000,less_100,less_1,3,female,none,1,real_estate,39,none,own,1,skilled,1,none,yes
no_checking,50,outstanding_credit,appliances,7443,unknown,greater_7,4,male,co-applicant,4,unknown,56,bank,own,3,unemployed,2,yes,yes
less_0,31,all_credits_paid_back,car_new,2000,100_to_500,less_1,1,male,none,1,savings_insurance,49,none,rent,1,skilled,1,none,yes
no_checking,39,prior_payments_delayed,repairs,6418,500_to_1000,4_to_7,5,male,none,4,car_other,43,none,free,2,management_self-employed,1,yes,no
less_0,4,credits_paid_to_date,car_new,2000,100_to_500,1_to_4,3,male,none,3,savings_insurance,20,none,rent,1,management_self-employed,1,none,yes
less_0,28,credits_paid_to_date,car_new,5000,less_100,1_to_4,2,female,none,2,real_estate,43,none,own,2,management_self-employed,1,none,yes
no_checking,40,prior_payments_delayed,vacation,5585,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes
greater_200,10,credits_paid_to_date,car_used,2500,greater_1000,greater_7,3,male,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes
0_to_200,32,credits_paid_to_date,car_used,2703,100_to_500,4_to_7,4,male,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes
no_checking,28,outstanding_credit,business,6891,500_to_1000,4_to_7,3,male,none,4,unknown,48,none,own,2,skilled,2,yes,yes
no_checking,48,outstanding_credit,other,7083,500_to_1000,greater_7,5,male,co-applicant,4,unknown,53,none,free,2,skilled,2,yes,yes
no_checking,43,prior_payments_delayed,repairs,8886,greater_1000,greater_7,5,male,co-applicant,4,car_other,35,none,free,2,skilled,1,yes,yes
0_to_200,31,all_credits_paid_back,car_new,2000,less_100,1_to_4,2,male,none,3,real_estate,49,none,rent,1,management_self-employed,1,none,yes
no_checking,44,outstanding_credit,appliances,7532,greater_1000,greater_7,4,male,co-applicant,3,unknown,47,none,own,2,skilled,1,none,yes
0_to_200,14,all_credits_paid_back,car_used,3072,less_100,1_to_4,3,female,none,3,real_estate,30,none,rent,1,management_self-employed,1,none,yes
0_to_200,10,outstanding_credit,radio_tv,2500,500_to_1000,1_to_4,2,male,none,3,savings_insurance,21,bank,rent,2,unskilled,2,yes,yes
less_0,17,credits_paid_to_date,car_used,250,less_100,4_to_7,3,female,none,2,real_estate,40,none,free,2,skilled,1,none,yes
0_to_200,28,credits_paid_to_date,vacation,5000,less_100,1_to_4,3,female,none,2,savings_insurance,43,none,rent,1,skilled,1,none,yes
no_checking,28,prior_payments_delayed,appliances,6272,500_to_1000,greater_7,4,male,co-applicant,4,car_other,42,stores,own,2,unskilled,2,yes,yes
0_to_200,25,all_credits_paid_back,car_new,3000,less_100,less_1,2,female,none,3,car_other,33,bank,own,1,unskilled,1,yes,yes
no_checking,36,prior_payments_delayed,other,3114,unknown,4_to_7,3,male,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes
0_to_200,14,credits_paid_to_date,car_new,2886,100_to_500,unemployed,1,male,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes
0_to_200,42,prior_payments_delayed,repairs,1420,500_to_1000,greater_7,3,female,none,2,car_other,26,stores,own,1,unskilled,1,none,yes
0_to_200,4,prior_payments_delayed,business,3400,100_to_500,1_to_4,3,male,none,3,savings_insurance,24,none,own,1,management_self-employed,2,yes,yes
less_0,29,all_credits_paid_back,education,3000,100_to_500,less_1,1,female,none,2,real_estate,45,none,rent,1,skilled,1,none,yes
less_0,28,prior_payments_delayed,car_new,5000,less_100,1_to_4,2,female,none,2,car_other,43,stores,own,1,skilled,1,none,yes
less_0,10,all_credits_paid_back,car_new,2500,less_100,1_to_4,2,male,none,3,real_estate,21,bank,rent,1,unskilled,1,none,yes
no_checking,27,prior_payments_delayed,appliances,6932,100_to_500,4_to_7,5,female,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes
0_to_200,4,prior_payments_delayed,retraining,250,less_100,less_1,2,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes
0_to_200,25,outstanding_credit,furniture,1244,100_to_500,1_to_4,2,female,none,3,savings_insurance,40,stores,free,2,skilled,1,yes,yes
greater_200,28,credits_paid_to_date,vacation,5000,less_100,less_1,3,female,none,2,savings_insurance,43,none,own,2,management_self-employed,1,none,yes
no_checking,25,outstanding_credit,furniture,6221,unknown,4_to_7,4,male,co-applicant,5,car_other,54,none,free,3,management_self-employed,2,yes,yes
less_0,16,prior_payments_delayed,car_new,1149,less_100,1_to_4,3,male,none,2,savings_insurance,45,none,own,2,skilled,1,yes,yes
less_0,29,prior_payments_delayed,car_new,3000,less_100,less_1,2,male,none,1,car_other,45,none,own,1,skilled,1,none,yes
0_to_200,29,credits_paid_to_date,furniture,2642,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,rent,2,skilled,1,yes,yes
no_checking,28,prior_payments_delayed,appliances,5440,100_to_500,4_to_7,3,male,none,2,unknown,40,none,own,2,skilled,1,yes,yes
0_to_200,16,all_credits_paid_back,furniture,3100,less_100,1_to_4,3,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes
less_0,4,credits_paid_to_date,car_used,2000,less_100,4_to_7,3,male,none,3,savings_insurance,20,none,own,3,skilled,1,none,yes
no_checking,36,outstanding_credit,radio_tv,7689,greater_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,1,yes,yes
no_checking,26,outstanding_credit,business,9293,500_to_1000,greater_7,4,male,none,3,car_other,57,none,free,3,skilled,1,yes,no
greater_200,23,credits_paid_to_date,business,4031,500_to_1000,greater_7,4,male,none,4,car_other,47,none,own,2,skilled,2,yes,yes
0_to_200,28,credits_paid_to_date,radio_tv,337,100_to_500,less_1,1,female,none,2,car_other,21,stores,own,1,skilled,1,none,yes
0_to_200,10,credits_paid_to_date,car_new,2500,less_100,1_to_4,3,male,none,3,savings_insurance,21,none,own,2,skilled,1,yes,yes
less_0,21,credits_paid_to_date,car_new,4000,less_100,1_to_4,2,female,none,2,real_estate,47,none,own,1,skilled,1,none,yes
no_checking,44,prior_payments_delayed,radio_tv,5275,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes
no_checking,40,outstanding_credit,retraining,7846,greater_1000,greater_7,4,male,guarantor,4,unknown,56,none,free,2,skilled,1,yes,yes
0_to_200,13,prior_payments_delayed,furniture,2735,500_to_1000,4_to_7,2,female,none,3,savings_insurance,45,stores,rent,2,skilled,1,none,yes
less_0,29,prior_payments_delayed,repairs,3000,less_100,unemployed,1,male,none,1,real_estate,45,bank,rent,1,unemployed,1,none,yes
no_checking,44,prior_payments_delayed,radio_tv,7899,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,3,unskilled,1,yes,yes
0_to_200,14,prior_payments_delayed,car_new,2609,less_100,4_to_7,4,male,none,2,savings_insurance,33,bank,rent,1,unskilled,1,yes,yes
0_to_200,4,no_credits,appliances,2000,500_to_1000,1_to_4,2,male,none,2,car_other,20,none,own,2,skilled,1,none,yes
less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes
less_0,14,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,1,real_estate,30,none,own,2,skilled,1,none,yes
no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes
greater_200,4,all_credits_paid_back,car_used,2000,less_100,4_to_7,3,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes
0_to_200,29,credits_paid_to_date,car_new,3000,less_100,unemployed,2,female,none,2,real_estate,45,none,own,1,skilled,1,none,yes
no_checking,10,prior_payments_delayed,other,2500,500_to_1000,4_to_7,4,male,none,4,car_other,21,none,own,1,skilled,1,yes,yes
no_checking,19,credits_paid_to_date,car_new,1005,500_to_1000,1_to_4,2,female,none,3,real_estate,33,bank,own,1,unskilled,1,yes,yes
no_checking,10,prior_payments_delayed,other,2500,500_to_1000,1_to_4,4,male,none,4,savings_insurance,21,none,own,2,management_self-employed,1,none,yes
no_checking,29,outstanding_credit,appliances,5220,500_to_1000,greater_7,4,male,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes
less_0,4,all_credits_paid_back,car_new,2000,less_100,unemployed,1,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes
less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes
less_0,30,all_credits_paid_back,appliances,6000,less_100,unemployed,1,female,none,1,car_other,39,stores,own,1,skilled,1,none,yes
less_0,30,credits_paid_to_date,retraining,6000,less_100,1_to_4,3,female,none,2,savings_insurance,39,bank,rent,1,unskilled,1,none,yes
greater_200,4,credits_paid_to_date,furniture,2000,500_to_1000,4_to_7,1,male,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,car_used,4422,unknown,greater_7,5,male,none,4,savings_insurance,43,none,own,2,skilled,1,none,yes
0_to_200,30,credits_paid_to_date,car_new,6000,less_100,less_1,3,female,none,2,real_estate,39,none,rent,1,skilled,1,none,yes
0_to_200,21,all_credits_paid_back,car_used,4000,less_100,1_to_4,2,female,none,1,savings_insurance,47,none,rent,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,radio_tv,2000,less_100,less_1,3,male,none,3,real_estate,20,none,own,1,management_self-employed,1,none,yes
less_0,4,prior_payments_delayed,furniture,2000,500_to_1000,4_to_7,3,male,none,3,car_other,20,stores,own,2,skilled,2,none,yes
greater_200,21,credits_paid_to_date,radio_tv,4722,less_100,4_to_7,3,female,none,3,car_other,44,none,own,2,skilled,1,none,yes
less_0,4,all_credits_paid_back,car_new,2783,less_100,less_1,2,female,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,car_new,2000,less_100,1_to_4,3,male,none,2,savings_insurance,20,none,rent,1,skilled,2,none,yes
0_to_200,31,outstanding_credit,furniture,3811,100_to_500,4_to_7,3,male,none,2,car_other,34,none,own,1,skilled,1,none,yes
0_to_200,31,outstanding_credit,furniture,5702,100_to_500,greater_7,3,male,none,4,unknown,47,none,own,2,skilled,1,yes,yes
less_0,25,all_credits_paid_back,car_used,3000,less_100,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_used,2000,500_to_1000,4_to_7,3,male,co-applicant,2,car_other,20,none,own,1,skilled,1,none,yes
0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes
less_0,31,credits_paid_to_date,car_new,2000,100_to_500,less_1,1,female,none,2,savings_insurance,49,none,rent,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,furniture,250,500_to_1000,1_to_4,3,male,none,2,savings_insurance,20,bank,own,2,unskilled,1,none,yes
less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes
no_checking,9,prior_payments_delayed,radio_tv,3533,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes
less_0,21,all_credits_paid_back,car_new,4000,less_100,less_1,1,female,none,2,real_estate,47,none,rent,1,skilled,1,none,yes
less_0,9,no_credits,car_new,438,less_100,unemployed,1,male,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes
no_checking,20,outstanding_credit,furniture,3893,500_to_1000,4_to_7,4,male,none,3,unknown,42,none,own,2,skilled,1,yes,yes
0_to_200,29,credits_paid_to_date,radio_tv,5536,less_100,4_to_7,3,female,none,3,unknown,52,stores,own,2,skilled,1,yes,yes
0_to_200,13,credits_paid_to_date,car_new,2719,500_to_1000,1_to_4,3,male,none,2,savings_insurance,38,none,own,2,skilled,1,none,yes
greater_200,22,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes
less_0,16,prior_payments_delayed,education,3100,100_to_500,4_to_7,4,male,none,3,car_other,19,none,own,1,management_self-employed,1,yes,yes
0_to_200,4,prior_payments_delayed,car_used,250,100_to_500,1_to_4,2,male,none,1,savings_insurance,20,none,own,2,skilled,1,none,yes
less_0,31,all_credits_paid_back,car_new,2000,less_100,1_to_4,1,male,none,2,real_estate,49,stores,rent,2,unskilled,1,none,yes
less_0,30,credits_paid_to_date,car_new,6000,less_100,unemployed,1,female,none,1,real_estate,39,none,rent,1,skilled,1,none,yes
0_to_200,26,credits_paid_to_date,retraining,2987,100_to_500,less_1,2,female,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes
no_checking,32,outstanding_credit,appliances,8032,500_to_1000,1_to_4,3,male,none,3,unknown,41,none,own,1,skilled,1,none,yes
no_checking,10,prior_payments_delayed,radio_tv,2500,100_to_500,less_1,3,female,none,3,real_estate,21,none,own,1,management_self-employed,1,none,yes
less_0,16,prior_payments_delayed,furniture,3100,500_to_1000,1_to_4,2,male,none,3,unknown,19,none,own,1,skilled,1,yes,yes
no_checking,35,outstanding_credit,appliances,6996,unknown,greater_7,5,male,co-applicant,4,unknown,52,stores,own,2,unskilled,2,yes,yes
0_to_200,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,1,real_estate,31,stores,rent,1,skilled,1,none,yes
0_to_200,16,prior_payments_delayed,radio_tv,3100,500_to_1000,1_to_4,3,male,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes
less_0,30,all_credits_paid_back,car_used,6000,100_to_500,less_1,1,female,none,2,real_estate,39,none,own,2,skilled,1,none,yes
